time,open,high,low,close
2024-05-07 00:00:00,63165.18,63189.37,63139.95,63189.37
2024-05-07 00:02:00,63189.36,63242.46,63189.36,63229.99
2024-05-07 00:04:00,63229.99,63254.58,63215.17,63215.17
2024-05-07 00:06:00,63215.18,63308.9,63215.17,63294.3
2024-05-07 00:08:00,63294.29,63294.3,63243.57,63243.61
2024-05-07 00:10:00,63243.61,63267.04,63225.74,63228.01
2024-05-07 00:12:00,63228,63228.01,63099.9,63111.84
2024-05-07 00:14:00,63111.84,63137.53,63092.38,63112
2024-05-07 00:16:00,63112,63112,63033.2,63050.02
2024-05-07 00:18:00,63050.01,63054,62973.18,62991.79
2024-05-07 00:20:00,62991.78,63034.74,62960,63034.74
2024-05-07 00:22:00,63034.74,63140,63034.73,63139.99
2024-05-07 00:24:00,63139.99,63165.02,63099.99,63165.02
2024-05-07 00:26:00,63165.02,63296.23,63165.01,63263.61
2024-05-07 00:28:00,63263.6,63267.04,63223.58,63267.04
2024-05-07 00:30:00,63267.03,63455.56,63251.31,63413.99
2024-05-07 00:32:00,63413.99,63472.22,63387.52,63462.21
2024-05-07 00:34:00,63462.2,63462.21,63338,63338
2024-05-07 00:36:00,63338.01,63450,63338,63450
2024-05-07 00:38:00,63450,63483.98,63420,63452
2024-05-07 00:40:00,63452,63536.98,63424.8,63526.12
2024-05-07 00:42:00,63526.12,63580,63526.11,63571.61
2024-05-07 00:44:00,63571.6,63571.61,63528.57,63540.01
2024-05-07 00:46:00,63540.01,63667,63540.01,63561.99
2024-05-07 00:48:00,63561.99,63613.2,63561.98,63590.78
2024-05-07 00:50:00,63590.79,63593.54,63550.29,63567.53
2024-05-07 00:52:00,63567.52,63617,63554.48,63581.07
2024-05-07 00:54:00,63581.06,63615.99,63572.96,63598
2024-05-07 00:56:00,63598,63598,63447.8,63487.8
2024-05-07 00:58:00,63487.8,63545.45,63487.79,63545.45
2024-05-07 01:00:00,63545.44,63545.45,63480,63525.2
2024-05-07 01:02:00,63525.2,63538.28,63480.01,63538.27
2024-05-07 01:04:00,63538.28,63604.13,63538.27,63574.55
2024-05-07 01:06:00,63574.56,63606.62,63563.47,63586.54
2024-05-07 01:08:00,63586.55,63593.4,63555.98,63593.01
