time,open,high,low,close
2024-07-18 11:03:00,6.15,6.15,6.15,6.15
2024-07-18 11:04:00,6.15,6.15,6.15,6.15
2024-07-18 11:05:00,6.15,6.15,6.15,6.15
2024-07-18 11:06:00,6.15,6.15,6.15,6.15
2024-07-18 11:07:00,6.15,6.15,6.15,6.15
2024-07-18 11:08:00,6.55,6.55,6.55,6.55
2024-07-18 11:09:00,6.55,6.55,6.55,6.55
2024-07-18 11:10:00,6.55,6.55,6.55,6.55
2024-07-18 11:11:00,6.55,6.55,6.55,6.55
2024-07-18 11:12:00,6.68,6.68,6.68,6.68
2024-07-18 11:13:00,6.7,6.7,6.7,6.7
2024-07-18 11:14:00,6.7,6.7,6.7,6.7
2024-07-18 11:15:00,7.3,7.3,7.3,7.3
2024-07-18 11:16:00,7.1,7.11,7.1,7.11
2024-07-18 11:17:00,7.09,7.09,7.09,7.09
2024-07-18 11:18:00,7.3,7.3,7.3,7.3
2024-07-18 11:19:00,7.45,7.45,7.45,7.45
2024-07-18 11:20:00,7.6,7.65,7.6,7.65
2024-07-18 11:21:00,7.6,7.6,7.57,7.57
2024-07-18 11:22:00,7.66,7.8,7.66,7.8
2024-07-18 11:23:00,7.77,7.77,7.7,7.75
2024-07-18 11:24:00,7.75,7.75,7.75,7.75
2024-07-18 11:25:00,7.9,7.9,7.9,7.9
2024-07-18 11:26:00,7.85,7.85,7.75,7.75
2024-07-18 11:27:00,7.7,7.77,7.7,7.77
2024-07-18 11:28:00,7.75,7.75,7.75,7.75
2024-07-18 11:29:00,7.75,7.75,7.75,7.75
2024-07-18 11:30:00,7.78,7.78,7.78,7.78
2024-07-18 11:31:00,7.78,7.78,7.78,7.78
2024-07-18 11:32:00,7.78,7.78,7.78,7.78
2024-07-18 11:33:00,7.6,7.65,7.6,7.65
2024-07-18 11:34:00,7.65,7.65,7.65,7.65
2024-07-18 11:35:00,7.65,7.65,7.51,7.51
2024-07-18 11:36:00,7.35,7.35,7.25,7.3
2024-07-18 11:37:00,7.3,7.3,7.3,7.3
2024-07-18 11:38:00,7.0,7.0,7.0,7.0
2024-07-18 11:39:00,6.8,6.88,6.74,6.74
2024-07-18 11:40:00,6.63,6.7,6.49,6.49
2024-07-18 11:41:00,6.4,6.7,6.4,6.7
2024-07-18 11:42:00,6.7,6.7,6.7,6.7
2024-07-18 11:43:00,6.6,6.6,6.6,6.6
2024-07-18 11:44:00,6.61,6.61,6.61,6.61
2024-07-18 11:45:00,6.61,6.61,6.61,6.61
2024-07-18 11:46:00,6.56,6.56,6.41,6.41
2024-07-18 11:47:00,6.41,6.41,6.41,6.41
2024-07-18 11:48:00,6.41,6.41,6.41,6.41
2024-07-18 11:49:00,6.41,6.41,6.41,6.41
2024-07-18 11:50:00,6.41,6.41,6.41,6.41
2024-07-18 11:51:00,6.41,6.41,6.41,6.41
2024-07-18 11:52:00,6.7,6.7,6.7,6.7
2024-07-18 11:53:00,6.7,6.7,6.7,6.7
2024-07-18 11:54:00,6.61,6.61,6.61,6.61
2024-07-18 11:55:00,6.61,6.61,6.61,6.61
2024-07-18 11:56:00,6.84,6.84,6.84,6.84
2024-07-18 11:57:00,6.8,6.8,6.7,6.7
2024-07-18 11:58:00,6.6,6.6,6.6,6.6
2024-07-18 11:59:00,6.6,6.6,6.6,6.6
2024-07-18 12:00:00,6.6,6.6,6.6,6.6
2024-07-18 12:01:00,6.6,6.6,6.6,6.6
2024-07-18 12:02:00,6.85,7.0,6.85,7.0
2024-07-18 12:03:00,6.99,6.99,6.99,6.99
2024-07-18 12:04:00,7.06,7.06,7.06,7.06
2024-07-18 12:05:00,7.0,7.0,7.0,7.0
2024-07-18 12:06:00,7.0,7.0,6.9,6.9
2024-07-18 12:07:00,6.63,6.64,6.62,6.64
2024-07-18 12:08:00,6.36,6.38,6.3,6.3
2024-07-18 12:09:00,6.3,6.3,6.3,6.3
2024-07-18 12:10:00,6.3,6.3,6.3,6.3
2024-07-18 12:11:00,6.3,6.3,6.3,6.3
2024-07-18 12:12:00,6.3,6.3,6.3,6.3
2024-07-18 12:13:00,6.3,6.3,6.3,6.3
2024-07-18 12:14:00,6.3,6.3,6.3,6.3
2024-07-18 12:15:00,6.3,6.3,6.3,6.3
2024-07-18 12:16:00,6.3,6.3,6.3,6.3
2024-07-18 12:17:00,6.07,6.07,6.07,6.07
2024-07-18 12:18:00,6.07,6.07,6.07,6.07
2024-07-18 12:19:00,6.35,6.35,6.35,6.35
2024-07-18 12:20:00,6.35,6.35,6.35,6.35
2024-07-18 12:21:00,6.35,6.35,6.35,6.35
2024-07-18 12:22:00,6.35,6.35,6.35,6.35
2024-07-18 12:23:00,6.35,6.35,6.35,6.35
2024-07-18 12:24:00,6.35,6.35,6.35,6.35
2024-07-18 12:25:00,6.35,6.35,6.35,6.35
2024-07-18 12:26:00,6.15,6.15,6.15,6.15
2024-07-18 12:27:00,6.15,6.15,6.15,6.15
