time,open,high,low,close,buy,sell,netted_long_position,netted_short_position,netted_long_avg,netted_short_avg,buy_profit_cut,sell_profit_cut,buy_profit_cutoff,sell_profit_cutoff,buy_profit,sell_profit,lastDotAbove1Open,lastDotBelow1Open,upArrow2,dnArrow2,upArrow2r,dnArrow2r
2024-08-09 14:12:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,,,False,False,False,False
2024-08-09 14:13:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,,,False,False,False,False
2024-08-09 14:14:00,2.51,2.51,2.51,2.51,False,True,0.0,1.0,0.0,2.51,0.0,0.0025099999999999996,False,False,0.0,0.0,,,False,False,False,False
2024-08-09 14:15:00,2.51,2.51,2.51,2.51,False,False,0.0,1.0,0.0,2.51,0.0,0.0025099999999999996,False,False,0.0,0.0,,,False,False,False,False
2024-08-09 14:16:00,2.51,2.51,2.51,2.51,False,False,0.0,1.0,0.0,2.51,0.0,0.0025099999999999996,False,False,0.0,0.0,,,False,False,False,False
2024-08-09 14:17:00,2.51,2.51,2.51,2.51,False,False,0.0,1.0,0.0,2.51,0.0,0.0025099999999999996,False,False,0.0,0.0,,,False,False,False,False
2024-08-09 14:18:00,2.51,2.51,2.51,2.51,False,False,0.0,1.0,0.0,2.51,0.0,0.0025099999999999996,False,False,0.0,0.0,,,False,False,False,False
2024-08-09 14:19:00,2.43,2.43,2.39,2.39,False,True,0.0,0.0,0.0,0.0,0.0,0.0025099999999999996,False,True,0.0,0.1200000000000001,,,False,False,False,False
2024-08-09 14:20:00,2.39,2.39,2.39,2.39,False,True,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:21:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:22:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:23:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:24:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:25:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:26:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:27:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:28:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:29:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:30:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:31:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:32:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:33:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:34:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:35:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:36:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:37:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:38:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
2024-08-09 14:39:00,2.39,2.39,2.39,2.39,False,False,0.0,1.0,0.0,2.39,0.0,0.00239,False,False,0.0,0.0,,2.39,False,False,False,False
