time,open,high,low,close,buy,sell,netted_long_position,netted_short_position,netted_long_avg,netted_short_avg,buy_profit_cut,sell_profit_cut,buy_profit_cutoff,sell_profit_cutoff,buy_profit,sell_profit,lastDotAbove1Open,lastDotBelow1Open,upArrow2,dnArrow2,upArrow2r,dnArrow2r
2024-07-26 12:42:00,2.94,2.94,2.94,2.94,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,,,False,False,False,False
2024-07-26 12:43:00,2.75,2.75,2.75,2.75,False,True,0.0,1.0,0.0,2.75,0.0,0.00275,False,False,0.0,0.0,,,False,False,False,False
2024-07-26 12:44:00,2.72,2.72,2.65,2.65,False,True,0.0,0.0,0.0,0.0,0.0,0.00275,False,True,0.0,0.10000000000000053,,,False,False,False,False
2024-07-26 12:45:00,2.65,2.65,2.65,2.65,False,True,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,,2.65,False,False,False,False
2024-07-26 12:46:00,2.65,2.65,2.65,2.65,False,False,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,,2.65,False,False,False,False
2024-07-26 12:47:00,2.65,2.65,2.65,2.65,False,False,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,,2.65,False,False,False,False
2024-07-26 12:48:00,2.56,2.56,2.56,2.56,False,True,0.0,0.0,0.0,0.0,0.0,0.00265,False,True,0.0,0.08999999999999986,,2.65,False,False,False,False
2024-07-26 12:49:00,2.56,2.56,2.56,2.56,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,,2.65,False,False,False,False
2024-07-26 12:50:00,2.56,2.56,2.56,2.56,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,,2.65,False,False,False,False
2024-07-26 12:51:00,2.72,2.72,2.72,2.72,True,False,1.0,0.0,2.72,0.0,0.00272,0.0,False,False,0.0,-0.0,,2.65,False,False,False,False
2024-07-26 12:52:00,2.72,2.72,2.72,2.72,False,False,1.0,0.0,2.72,0.0,0.00272,0.0,False,False,0.0,-0.0,,2.65,False,False,False,False
2024-07-26 12:53:00,2.72,2.72,2.72,2.72,False,False,1.0,0.0,2.72,0.0,0.00272,0.0,False,False,0.0,-0.0,,2.65,False,False,False,False
2024-07-26 12:54:00,2.59,2.59,2.59,2.59,False,True,1.0,1.0,2.72,2.59,0.00272,0.00259,False,False,-0.13000000000000034,0.0,,2.65,False,False,False,False
2024-07-26 12:55:00,2.59,2.59,2.59,2.59,False,False,1.0,1.0,2.72,2.59,0.00272,0.00259,False,False,-0.13000000000000034,0.0,,2.65,False,False,False,False
2024-07-26 12:56:00,2.65,2.65,2.65,2.65,True,False,2.0,1.0,2.685,2.59,0.00272,0.00259,False,False,-0.07000000000000028,-0.06000000000000005,,2.65,False,False,False,False
2024-07-26 12:57:00,2.65,2.65,2.65,2.65,False,False,2.0,1.0,2.685,2.59,0.00272,0.00259,False,False,-0.07000000000000028,-0.06000000000000005,,2.65,False,False,False,False
2024-07-26 12:58:00,2.62,2.62,2.62,2.62,False,True,2.0,2.0,2.685,2.605,0.00272,0.00259,False,False,-0.1299999999999999,-0.03000000000000025,,2.65,False,False,False,False
2024-07-26 12:59:00,2.62,2.62,2.62,2.62,False,False,2.0,2.0,2.685,2.605,0.00272,0.00259,False,False,-0.1299999999999999,-0.03000000000000025,,2.65,False,False,False,False
2024-07-26 13:00:00,2.62,2.62,2.62,2.62,False,False,2.0,2.0,2.685,2.605,0.00272,0.00259,False,False,-0.1299999999999999,-0.03000000000000025,,2.65,False,False,False,False
2024-07-26 13:01:00,2.62,2.62,2.62,2.62,False,False,2.0,2.0,2.685,2.605,0.00272,0.00259,False,False,-0.1299999999999999,-0.03000000000000025,,2.65,False,False,False,False
2024-07-26 13:02:00,2.62,2.62,2.62,2.62,False,False,2.0,2.0,2.685,2.605,0.00272,0.00259,False,False,-0.1299999999999999,-0.03000000000000025,,2.65,False,False,False,False
2024-07-26 13:03:00,2.7,2.7,2.7,2.7,True,False,0.0,0.0,0.0,0.0,0.00272,0.00259,True,False,0.030000000000000693,-0.1900000000000004,,2.65,True,False,True,False
2024-07-26 13:04:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.65,False,False,False,False
2024-07-26 13:05:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.65,False,False,False,False
2024-07-26 13:06:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.65,False,False,False,False
2024-07-26 13:07:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.65,False,False,False,False
2024-07-26 13:08:00,2.7,2.7,2.7,2.7,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.65,False,False,False,False
2024-07-26 13:09:00,2.65,2.65,2.65,2.65,False,True,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,2.7,2.65,False,False,False,False
2024-07-26 13:10:00,2.65,2.65,2.65,2.65,False,False,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,2.7,2.65,False,False,False,False
2024-07-26 13:11:00,2.65,2.65,2.65,2.65,False,False,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,2.7,2.65,False,False,False,False
2024-07-26 13:12:00,2.65,2.65,2.65,2.65,False,False,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,2.7,2.65,False,False,False,False
2024-07-26 13:13:00,2.65,2.65,2.65,2.65,False,False,0.0,1.0,0.0,2.65,0.0,0.00265,False,False,0.0,0.0,2.7,2.65,False,False,False,False
2024-07-26 13:14:00,2.59,2.59,2.59,2.59,False,True,0.0,0.0,0.0,0.0,0.0,0.00265,False,True,0.0,0.0600000000000005,2.7,2.65,False,True,False,True
2024-07-26 13:15:00,2.59,2.59,2.59,2.59,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.59,False,False,False,False
2024-07-26 13:16:00,2.59,2.59,2.59,2.59,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.59,False,False,False,False
2024-07-26 13:17:00,2.59,2.59,2.59,2.59,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.59,False,False,False,False
2024-07-26 13:18:00,2.59,2.59,2.59,2.59,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.59,False,False,False,False
2024-07-26 13:19:00,2.59,2.59,2.59,2.59,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.59,False,False,False,False
2024-07-26 13:20:00,2.59,2.59,2.59,2.59,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.0,2.7,2.59,False,False,False,False
2024-07-26 13:21:00,2.54,2.54,2.54,2.54,False,True,0.0,1.0,0.0,2.54,0.0,0.00254,False,False,0.0,0.0,2.7,2.59,False,False,False,False
2024-07-26 13:22:00,2.6,2.6,2.6,2.6,True,False,1.0,1.0,2.6,2.54,0.0026000000000000003,0.00254,False,False,0.0,-0.06000000000000005,2.7,2.59,False,False,False,False
2024-07-26 13:23:00,2.6,2.6,2.6,2.6,False,False,1.0,1.0,2.6,2.54,0.0026000000000000003,0.00254,False,False,0.0,-0.06000000000000005,2.7,2.59,False,False,False,False
2024-07-26 13:24:00,2.6,2.6,2.6,2.6,False,False,1.0,1.0,2.6,2.54,0.0026000000000000003,0.00254,False,False,0.0,-0.06000000000000005,2.7,2.59,False,False,False,False
2024-07-26 13:25:00,2.6,2.6,2.6,2.6,False,False,1.0,1.0,2.6,2.54,0.0026000000000000003,0.00254,False,False,0.0,-0.06000000000000005,2.7,2.59,False,False,False,False
2024-07-26 13:26:00,2.59,2.59,2.59,2.59,False,True,1.0,2.0,2.6,2.565,0.0026000000000000003,0.00254,False,False,-0.010000000000000231,-0.04999999999999982,2.7,2.59,False,False,False,False
2024-07-26 13:27:00,2.59,2.59,2.59,2.59,False,False,1.0,2.0,2.6,2.565,0.0026000000000000003,0.00254,False,False,-0.010000000000000231,-0.04999999999999982,2.7,2.59,False,False,False,False
2024-07-26 13:28:00,2.53,2.53,2.53,2.53,False,True,0.0,0.0,0.0,0.0,0.0026000000000000003,0.00254,False,True,-0.07000000000000028,0.07000000000000028,2.7,2.59,False,True,False,True
2024-07-26 13:29:00,2.47,2.47,2.47,2.47,False,True,0.0,1.0,0.0,2.47,0.0,0.0024700000000000004,False,False,0.0,0.0,2.7,2.59,False,False,False,False
2024-07-26 13:30:00,2.47,2.47,2.47,2.47,False,False,0.0,1.0,0.0,2.47,0.0,0.0024700000000000004,False,False,0.0,0.0,2.7,2.59,False,False,False,False
2024-07-26 13:31:00,2.5,2.5,2.5,2.5,True,False,1.0,1.0,2.5,2.47,0.0025,0.0024700000000000004,False,False,0.0,-0.029999999999999805,2.7,2.59,False,False,False,False
2024-07-26 13:32:00,2.5,2.5,2.5,2.5,False,False,1.0,1.0,2.5,2.47,0.0025,0.0024700000000000004,False,False,0.0,-0.029999999999999805,2.7,2.59,False,False,False,False
