,timestamp,open,high,low,close,volume,TR,DM+,DM-,TR_smoothed,DM+_smoothed,DM-_smoothed,DI+,DI-,DX,ADX,Buy Signal,Sell Signal
0,2024-09-08 12:00:00,54556.08,54567.0,54095.52,54194.7,792.46432,,0.0,0.0,0.0,0.0,0.0,,,,,False,False
1,2024-09-08 13:00:00,54194.71,54399.0,54072.01,54399.0,630.64238,326.98999999999796,0.0,23.50999999999476,0.0,0.0,0.0,,,,,False,False
2,2024-09-08 14:00:00,54398.99,54444.0,54041.61,54149.5,632.85213,402.3899999999994,45.0,0.0,0.0,0.0,0.0,,,,,False,False
3,2024-09-08 15:00:00,54149.51,54189.99,53640.0,53687.0,1444.45724,549.989999999998,0.0,401.6100000000006,0.0,0.0,0.0,,,,,False,False
4,2024-09-08 16:00:00,53686.99,54024.56,53629.01,53907.18,781.00754,395.54999999999563,0.0,10.989999999997963,0.0,0.0,0.0,,,,,False,False
5,2024-09-08 17:00:00,53907.18,54519.3,53907.17,54510.01,810.89877,612.1300000000047,494.74000000000524,0.0,0.0,0.0,0.0,,,,,False,False
6,2024-09-08 18:00:00,54510.0,54531.1,54277.0,54412.01,433.05093,254.09999999999854,11.799999999995634,0.0,0.0,0.0,0.0,,,,,False,False
7,2024-09-08 19:00:00,54412.01,54475.0,54317.0,54337.01,264.25083,158.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False
8,2024-09-08 20:00:00,54337.02,54384.0,54184.0,54379.02,364.27157,200.0,0.0,133.0,0.0,0.0,0.0,,,,,False,False
9,2024-09-08 21:00:00,54379.01,54619.84,54299.89,54464.0,663.0701,319.9499999999971,235.8399999999965,0.0,0.0,0.0,0.0,,,,,False,False
10,2024-09-08 22:00:00,54463.99,55318.0,54367.5,54530.0,2894.91447,950.5,698.1600000000035,0.0,0.0,0.0,0.0,,,,,False,False
11,2024-09-08 23:00:00,54530.0,54975.0,54424.75,54869.95,1094.80209,550.25,0.0,0.0,0.0,0.0,0.0,,,,,False,False
12,2024-09-09 00:00:00,54869.95,55210.0,54688.69,55045.0,1414.80055,521.3099999999977,235.0,0.0,0.0,0.0,0.0,,,,,False,False
13,2024-09-09 01:00:00,55045.01,55370.23,54901.1,55103.99,1831.55993,469.13000000000466,160.2300000000032,0.0,0.0,0.0,0.0,,,,,False,False
14,2024-09-09 02:00:00,55104.0,55137.0,54851.1,55113.0,623.14252,285.90000000000146,0.0,50.0,0.0,0.0,0.0,,,,,False,False
15,2024-09-09 03:00:00,55113.01,55215.74,54764.68,55115.0,1030.08827,451.0599999999977,0.0,86.41999999999825,451.0599999999977,0.0,86.41999999999825,0.0,19.15931361681344,100.0,,False,False
16,2024-09-09 04:00:00,55115.0,55150.0,54849.64,54849.65,1034.90046,300.3600000000006,0.0,0.0,719.201428571427,0.0,80.24714285714124,0.0,11.157811938240826,100.0,,False,False
17,2024-09-09 05:00:00,54849.65,54935.39,54591.96,54668.0,745.99128,343.4300000000003,0.0,257.6800000000003,1011.2598979591825,0.0,332.19520408163146,0.0,32.849636849244455,100.0,,False,False
18,2024-09-09 06:00:00,54668.0,54971.1,54644.01,54898.0,593.88858,327.0899999999965,35.70999999999913,0.0,1266.1170481049517,35.70999999999913,308.4669752186578,2.820434339261739,24.363227371462436,79.24904768698579,,False,False
19,2024-09-09 07:00:00,54898.0,55010.87,54730.0,54974.01,716.38164,280.8700000000026,39.770000000004075,0.0,1456.5501160974577,72.92928571428898,286.43361984589654,5.006987738237857,19.66520867907653,59.411901125073186,,False,False
20,2024-09-09 08:00:00,54974.01,55341.78,54960.0,55244.0,1100.18154,381.77999999999884,330.9099999999962,0.0,1734.2908220904953,398.6300510204074,265.97407557118964,22.985190600265245,15.336186537076138,19.960149228916176,,True,False
21,2024-09-09 09:00:00,55244.0,55555.0,55102.0,55152.0,988.10681,453.0,213.22000000000116,0.0,2063.4129062268885,583.3764759475223,246.97592731610467,28.272406079608743,11.969292552682509,40.51298548775494,,False,False
22,2024-09-09 10:00:00,55152.0,55457.51,55100.0,55364.0,816.93047,357.51000000000204,0.0,2.0,2273.536270067827,541.7067276655564,231.33478965066863,23.826614723388403,10.175108824798611,40.149452657136536,,False,False
23,2024-09-09 11:00:00,55364.0,55386.0,55159.91,55264.87,523.95744,226.0899999999965,0.0,0.0,2337.230822205836,503.0133899751595,214.8108761041923,21.521767777323106,9.190828482291607,40.14945265713655,,False,False
24,2024-09-09 12:00:00,55264.87,55356.0,54965.71,55341.1,801.65503,390.2900000000009,0.0,194.20000000000437,2560.5757634768484,467.083862119791,393.6672420967543,18.241360743240286,15.37416887685517,8.529366928882476,,False,False
25,2024-09-09 13:00:00,55341.1,55799.0,55252.0,55686.92,1851.55425,547.0,443.0,0.0,2924.6774946570736,876.7207291112345,365.54815337555755,29.97666343427149,12.498750855209048,41.14830395754614,,False,False
26,2024-09-09 14:00:00,55686.93,55750.0,54804.0,54840.01,2380.62272,946.0,0.0,448.0,3661.7719593244256,814.0978198890035,787.4375709915892,22.23234622287073,21.504276610847896,1.6646681084428228,,False,False
27,2024-09-09 15:00:00,54840.0,55470.0,54828.0,55386.0,1508.65033,642.0,0.0,0.0,4042.2168193726807,755.9479756112175,731.1920302064757,18.701321809069473,18.08888693704339,1.6646681084428196,,False,False
28,2024-09-09 16:00:00,55385.99,56525.14,55348.54,56430.11,3509.02955,1176.5999999999985,1055.1399999999994,0.0,4930.087046560345,1757.0916916389872,678.9640280488703,35.640175823363734,13.771846655782161,44.257101956939714,48.335506993089794,False,False
29,2024-09-09 17:00:00,56430.11,56775.24,56339.51,56514.0,1860.60515,435.7299999999959,250.09999999999854,0.0,5013.66797180603,1881.685142236201,630.466597473951,37.53110801947218,12.57495711760991,49.806646827257886,44.75026748075107,False,False
30,2024-09-09 18:00:00,56514.0,56650.0,56264.0,56530.0,1814.74824,386.0,0.0,75.51000000000204,5041.548830962743,1747.279060647901,660.9432690829565,34.65758478658309,13.109924970353637,45.10944766824553,40.82951374276861,False,False
31,2024-09-09 19:00:00,56529.99,57177.0,56482.0,57089.54,1869.53558,695.0,527.0,0.0,5376.438200179689,2149.473413458765,613.733035577031,39.979505639754706,11.415234635385914,55.578198958591074,37.656527954096546,False,False
32,2024-09-09 20:00:00,57089.53,57128.0,56810.0,57007.98,788.17451,318.0,0.0,0.0,5310.406900166854,1995.9395982117105,569.8949616072431,37.5854362148595,10.731662795732976,55.578198958591074,35.96575304492549,False,False
33,2024-09-09 21:00:00,57007.98,58088.0,57002.93,57454.27,2977.36994,1085.0699999999997,960.0,0.0,6016.162121583507,2813.372484053731,529.1881786352972,46.763574970170964,8.796109013365653,68.33636053087665,36.60321443105431,False,False
34,2024-09-09 22:00:00,57454.27,57620.0,57184.32,57216.0,786.5597,435.6800000000003,0.0,0.0,6022.116255756114,2612.4173066213216,491.3890230184902,43.38038648995355,8.159739901215064,68.33636053087665,40.058658095480055,False,False
35,2024-09-09 23:00:00,57216.01,57265.13,56998.19,57042.0,816.08288,266.93999999999505,0.0,186.12999999999738,5858.9050946306725,2425.8160704340844,642.4198070885955,41.40391474607084,10.964844057251138,58.12448372728822,41.316622255446724,False,False
36,2024-09-10 00:00:00,57042.01,57065.34,56624.5,56982.01,1449.2909,440.8399999999965,0.0,373.6900000000023,5881.251873585621,2252.543493974507,970.2226780108409,38.30040852511898,16.496873435541634,39.78944631821387,41.29090751695225,False,False
37,2024-09-10 01:00:00,56982.01,57050.72,56709.16,56900.0,849.86814,341.5599999999977,0.0,0.0,5802.722454043788,2091.647530119185,900.9210581529237,36.04596888244348,15.525834042348377,39.78944631821386,41.26519277845777,False,False
38,2024-09-10 02:00:00,56900.0,56911.09,56635.8,56775.28,612.49789,275.2899999999936,0.0,73.36000000000058,5663.532278754939,1942.2441351106718,909.929553999144,34.29386537437818,16.066467165950034,36.193959191655,43.24123508294152,False,False
39,2024-09-10 03:00:00,56775.27,56802.0,56522.86,56524.74,677.60914,279.1399999999994,0.0,112.94000000000233,5538.134258843872,1803.5124111741952,957.8745858563503,32.56534289132045,17.295979856875373,30.623662175102606,42.489474955624125,False,False
40,2024-09-10 04:00:00,56524.74,56739.4,56386.4,56609.99,816.27974,353.0,0.0,136.45999999999913,5495.553240355024,1674.6900960903242,1025.914972580896,30.4735487556142,18.668092687145354,24.023324662892886,44.08652185237056,False,False
41,2024-09-10 05:00:00,56610.0,56966.0,56591.1,56945.45,611.35477,374.90000000000146,226.59999999999854,0.0,5477.91372318681,1781.669374941014,952.6353316822605,32.52459722758314,17.390477101710523,30.31973873469894,46.13331261138886,False,False
42,2024-09-10 06:00:00,56945.45,56945.45,56771.1,56825.99,466.45247,174.34999999999854,0.0,0.0,5260.9841715306075,1654.4072767309415,884.5899508478133,31.446725988715823,16.81415343605671,30.319738734698948,45.137786666943086,False,False
43,2024-09-10 07:00:00,56826.0,57290.0,56773.43,57218.57,1075.89816,516.5699999999997,344.5500000000029,0.0,5401.76958784985,1880.7853283930199,821.4049543586838,34.81794804101702,15.206219758174475,39.204506832714394,44.38049095304712,False,False
44,2024-09-10 08:00:00,57218.56,57378.0,56990.0,57046.99,1189.37056,388.0,88.0,0.0,5403.928903003432,1834.44351922209,762.7331719044921,33.9464776859394,14.114419075361539,41.264437301442136,44.105847355418305,False,False
45,2024-09-10 09:00:00,57046.99,57273.52,56878.65,57086.01,1085.49639,394.86999999999534,0.0,111.34999999999854,5412.803981360325,1703.411839277655,819.6022310541698,31.470044826000887,15.141915980637274,35.02991198567702,42.63811257163873,False,False
46,2024-09-10 10:00:00,57086.01,57184.22,56947.13,57170.0,558.15752,237.09000000000378,0.0,0.0,5263.265125548877,1581.7395650435367,761.0592145503006,30.052439451804847,14.459830473976623,35.02991198567701,41.17037778785915,False,False
47,2024-09-10 11:00:00,57170.0,57260.0,57018.0,57228.0,690.71799,242.0,75.77999999999884,0.0,5129.3176165811,1544.5381675404258,706.697842082422,30.11196192155329,13.777619069599847,37.216903153497796,38.94755940376067,False,False
48,2024-09-10 12:00:00,57228.01,57468.98,57162.0,57203.19,870.91615,306.9800000000032,208.9800000000032,0.0,5069.91778682531,1643.1940127161129,656.2194247908204,32.41066387676182,12.943393806031184,42.922885107403246,37.13231115922685,False,False
49,2024-09-10 13:00:00,57203.2,57204.0,56630.56,56741.09,1992.90587,573.4400000000023,0.0,531.4400000000023,5281.220802052076,1525.823011807819,1140.7866087343355,28.89148303011576,21.60081260550724,14.439174002349883,34.011931893159826,False,False
50,2024-09-10 14:00:00,56741.1,57165.99,56502.31,56941.09,1919.8283,663.6800000000003,0.0,128.25,5567.670744762642,1416.8356538215462,1187.5518509675971,25.44754743542127,21.32941952583484,8.803751455277864,31.798667974378684,False,False
51,2024-09-10 15:00:00,56941.09,57210.0,56596.0,56596.0,1353.37693,614.0,44.01000000000204,0.0,5783.979977279596,1359.6431071200093,1102.7267187556258,23.50705072391167,19.065189075469032,10.433704379601975,29.701829264477833,False,False
52,2024-09-10 16:00:00,56596.01,56945.94,56566.0,56819.6,788.17727,379.9400000000023,0.0,30.0,5750.778550331056,1262.5257423257228,1053.9605245587954,21.953996859312948,18.327266740224623,9.003516262905816,27.75965476956718,False,False
53,2024-09-10 17:00:00,56819.59,57380.0,56795.05,57175.96,1100.35899,584.9499999999971,434.0599999999977,0.0,5924.958653878835,1606.4053321595975,978.6776299474529,27.112515479039633,16.517881172162298,24.28269078453467,27.30672824166947,False,False
54,2024-09-10 18:00:00,57175.96,57978.41,57175.96,57581.99,1752.37098,802.4500000000044,598.4100000000035,0.0,6304.1973214589225,2090.0720941482014,908.7720849512064,33.15365918249074,14.415349625206488,39.39184361195303,28.40447959517377,False,False
55,2024-09-10 19:00:00,57581.99,58044.36,57334.01,57952.01,1395.59965,710.3499999999985,65.94999999999709,0.0,6564.247512783284,2006.7312302804698,843.8597931689774,30.570621025068608,12.855392663449026,40.79404683258713,29.15264445930864,False,False
56,2024-09-10 20:00:00,57952.01,57975.99,57545.02,57567.89,763.18706,430.97000000000116,0.0,0.0,6526.342690441622,1863.3932852604362,783.5840936569076,28.551876198433963,12.006480977539418,40.79404683258713,29.900809323443507,False,False
57,2024-09-10 21:00:00,57567.89,57754.0,57455.72,57507.99,537.1853,298.27999999999884,0.0,89.29999999999563,6358.455355410077,1730.2937648846907,816.9138012528384,27.21248586596546,12.847676921373196,35.858089296462815,29.66177949942554,False,False
58,2024-09-10 22:00:00,57508.0,57677.64,57453.0,57615.85,374.58263,224.63999999999942,0.0,2.720000000001164,6128.919972880785,1606.7013531072128,761.2828154490654,26.215081290285024,12.421157705070158,35.702035042471806,29.264465052356226,False,False
59,2024-09-10 23:00:00,57615.86,57870.0,57581.05,57635.99,695.29846,288.9499999999971,192.36000000000058,0.0,5980.089974817869,1684.2969707424124,706.9054714884179,28.16507741246334,11.820983872570372,40.87447729194162,29.6819340028037,False,False
60,2024-09-11 00:00:00,57635.99,57687.71,57438.34,57640.5,455.1012,249.37000000000262,0.0,142.7100000000064,5802.31069090231,1563.9900442608116,799.1222235249659,26.9546070104977,13.77248248319318,32.36696923640122,29.491723806426858,False,False
61,2024-09-11 01:00:00,57640.51,57750.0,56681.32,56717.99,2058.25846,1068.6800000000003,0.0,757.0199999999968,6456.539927266431,1452.2764696707536,1499.0620647017508,22.493107547243472,23.217730883551177,1.5852330895325202,26.946604516143623,False,True
